name,logo_url,region_code,found_date,description
Beijing Ducks,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Beijing_Ducks_logo.png/250px-Beijing_Ducks_logo.png,as,1956-01-01,"""A professional basketball team based in Beijing, China, playing in the Chinese Basketball Association (CBA). The club was formed in 1956 and became a professional team in 1995. The Ducks won three CBA championships in four years between 2012 and 2015, led by former NBA All-Star Stephon Marbury."""
Liaoning Flying Leopards,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Liaoning_Flying_Leopards.png/250px-Liaoning_Flying_Leopards.png,as,1953-01-01,"""A professional basketball team based in Shenyang, Liaoning, China. The club's history dates to 1953, and it became a founding member of the CBA in 1995. The Flying Leopards are a dominant force in the CBA, having won four championships, including three consecutive titles from 2022 to 2024."""
Guangdong Southern Tigers,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Guangdong_Southern_Tigers.png/250px-Guangdong_Southern_Tigers.png,as,1993-01-01,"""A Chinese professional basketball team based in Dongguan, Guangdong. Established in 1993, it is the most successful team in CBA history, having won a record 11 championships. The Tigers are the only team to have qualified for the CBA playoffs every season since the league's inception."""
Xinjiang Flying Tigers,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Xinjiang_Flying_Tigers.png/250px-Xinjiang_Flying_Tigers.png,as,1999-01-01,"""A professional basketball team based in Ürümqi, Xinjiang, China. The club joined the CBA in 1999 and has been a perennial contender, making six finals appearances. The Flying Tigers won their first CBA championship in the 2016–17 season."""
Shanghai Sharks,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Shanghai_Sharks_logo.png/170px-Shanghai_Sharks_logo.png,as,1996-01-01,"""A professional basketball team based in Shanghai, China, founded in 1996. The Sharks are best known internationally as the team that developed Hall of Famer Yao Ming. With Yao, the team made three consecutive CBA Finals, winning the championship in 2002."""
Zhejiang Lions,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Zhejiang_Lions.png/250px-Zhejiang_Lions.png,as,2005-01-01,"""A Chinese professional basketball team based in Hangzhou, Zhejiang. Founded in 2005, the team is also known as the Zhejiang Guangsha Lions. They have been runners-up in the CBA Finals twice, in 2018 and 2022, and won their first championship in 2025."""
Shenzhen Leopards,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Shenzhen_Leopards.svg/250px-Shenzhen_Leopards.svg.png,as,2003-01-01,"""A Chinese professional basketball team based in Shenzhen, Guangdong. Founded in 2003 as the Dongguan New Century Leopards, the team relocated to Shenzhen in 2015. The team has been a regular participant in the CBA playoffs."""
Shandong Hi-Speed Kirin,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Shandong_Golden_Stars.png/250px-Shandong_Golden_Stars.png,as,1995-01-01,"""A professional basketball team based in Jinan, Shandong, China. Founded in 1995, the team has gone through several names, including the Flaming Bulls and Heroes. Their most successful season was in 2012–13, when they reached the CBA Finals."""
Jilin Northeast Tigers,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Jilin_Northeast_Tigers.PNG/250px-Jilin_Northeast_Tigers.PNG,as,1956-01-01,"""A professional basketball team based in Changchun, Jilin, China. The team was founded in 1956 and became a professional club in 1998. The team's mascot is a Siberian tiger, reflecting the region's geography."""
Shanxi Loongs,http://commons.wikimedia.org/wiki/Special:FilePath/Shanxi_Brave_Dragons_logo.jpg,as,2001-01-01,"""A Chinese professional basketball team based in Taiyuan, Shanxi. Founded in 2001, the team was known as the Brave Dragons until 2018. The team's name, Loongs, is the Chinese word for dragon, which is also the team's mascot."""
Barangay Ginebra San Miguel,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Barangay_Ginebra_San_Miguel_logo.png/250px-Barangay_Ginebra_San_Miguel_logo.png,as,1979-01-01,"""A professional basketball team in the Philippine Basketball Association (PBA), founded in 1979. Owned by Ginebra San Miguel, Inc., it is widely regarded as the most popular team in the league, known for its """"Never Say Die"""" spirit. The team has won 15 PBA championships."""
San Miguel Beermen,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/San_Miguel_Beermen_logo.svg/250px-San_Miguel_Beermen_logo.svg.png,as,1975-01-01,"""The most successful team in the history of the Philippine Basketball Association (PBA), with a record 30 championships. The Beermen are the only remaining original franchise from the league's inception in 1975. They completed a rare Grand Slam in 1989."""
Magnolia Hotshots,https://upload.wikimedia.org/wikipedia/en/e/e4/Magnolia_Chicken_Timplados_Hotshots_logo.png,as,1988-01-01,"""A professional basketball team in the PBA, founded in 1988. Owned by San Miguel Food and Beverage, the franchise is most famous for its original name, Purefoods. The team has won 14 PBA titles and is the fourth team in league history to win a Grand Slam (2014)."""
TNT Tropang Giga,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/TNT_Tropang_5G_logo.png/250px-TNT_Tropang_5G_logo.png,as,1990-01-01,"""A professional basketball team in the PBA, founded in 1990. Owned by Smart Communications, the team has played under various names, including Pepsi and Talk 'N Text. The franchise has won 11 official PBA titles and is considered one of the league's modern powerhouses."""
Meralco Bolts,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Meralco_Bolts_logo_NEW.png/250px-Meralco_Bolts_logo_NEW.png,as,2010-01-01,"""A professional basketball team in the PBA, founded in 2010 after the Manila Electric Company (MERALCO) acquired the franchise of the Sta. Lucia Realtors. The team won its first PBA championship in the 2024 Philippine Cup."""
Rain or Shine Elasto Painters,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Rain_or_Shine_Elasto_Painters_team_logo.png/250px-Rain_or_Shine_Elasto_Painters_team_logo.png,as,2006-01-01,"""A professional basketball team in the PBA, owned by Asian Coatings Philippines, Inc. The team joined the league in 2006 after a successful stint in the amateur Philippine Basketball League. The Elasto Painters have won two PBA championships (2012, 2016)."""
NLEX Road Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/NLEX_Road_Warriors_logo_2018.png/250px-NLEX_Road_Warriors_logo_2018.png,as,2014-01-01,"""A professional basketball team in the PBA, owned by NLEX Corporation. The franchise transferred to the PBA in 2014 after dominating the PBA D-League, where it won six championships. The team is one of three PBA teams controlled by businessman Manuel V. Pangilinan."""
Phoenix Super LPG Fuel Masters,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Phoenix_Super_LPG_Fuel_Masters_logo.png/250px-Phoenix_Super_LPG_Fuel_Masters_logo.png,as,2016-01-01,"""A professional basketball team in the PBA owned by Phoenix Petroleum Philippines, Inc. The franchise debuted in 2016 after acquiring the Barako Bull Energy franchise. The team is known for its fast-paced style of play."""
Blackwater Bossing,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Blackwater_Bossing_logo.svg/250px-Blackwater_Bossing_logo.svg.png,as,2014-01-01,"""A professional basketball team in the PBA, owned by Ever Bilena Cosmetics, Inc. The franchise joined the PBA in 2014 as an expansion team after a successful run in the PBA D-League. The team is named after the company's brand of men's fragrances."""
Terrafirma Dyip,https://upload.wikimedia.org/wikipedia/en/a/a2/Terrafirma_Dyip_PBA_team_logo.png,as,2014-01-01,"""A professional basketball team in the PBA, owned by Terrafirma Realty Development Corporation. The franchise joined the league in 2014 as an expansion team and has played under several brand names, including Kia, Mahindra, and Columbian, before adopting its current name."""
Utsunomiya Brex,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Utsonomiya_Brex_loog.png/250px-Utsonomiya_Brex_loog.png,as,2007-01-01,"""A Japanese professional basketball team based in Utsunomiya, Tochigi Prefecture. Founded in 2007, the team competes in the B.League. The name """"Brex"""" is a portmanteau of """"Breakthrough"""" and the Latin word """"Rex"""" (king). The team has won three B.League championships."""
Ryukyu Golden Kings,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Ryukyu_Golden_Kings_logo_19.png/250px-Ryukyu_Golden_Kings_logo_19.png,as,2007-01-01,"""A Japanese professional basketball team based in Okinawa. Founded in 2007, the team competes in the B.League. The Golden Kings are one of the most successful teams in Japanese basketball history, having won four titles in the precursor bj league and one B.League championship in 2023."""
Alvark Tokyo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Alvark_Tokyo_logo.png/250px-Alvark_Tokyo_logo.png,as,1948-01-01,"""A Japanese professional basketball team based in Tokyo. Sponsored by Toyota, the club was founded in 1948 as the Toyota Pacers. The team has been the reigning back-to-back champion of the B.League and has a long history of success in Japanese basketball."""
Chiba Jets Funabashi,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/ChibaJetsEmblem.svg/250px-ChibaJetsEmblem.svg.png,as,2005-01-01,"""A Japanese professional basketball team located in Funabashi, Chiba. Founded in 2005, the team competes in the B.League, which they won in 2021. The team has also won five Emperor's Cups and two East Asia Super League titles."""
Kawasaki Brave Thunders,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Kawasaki_Brave_Thunders_logo.jpg/250px-Kawasaki_Brave_Thunders_logo.jpg,as,1950-01-01,"""A professional basketball team based in Kawasaki, Kanagawa, Japan. Founded in 1950, the team competes in the B.League. They were the champions of the final season of the National Basketball League (NBL) in 2016 before the formation of the B.League."""
Adelaide 36ers,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Adelaide_36ers_logo.svg/250px-Adelaide_36ers_logo.svg.png,oc,1982-01-01,"""An Australian professional basketball team based in Adelaide, South Australia. The club joined the NBL in 1982 as the Adelaide City Eagles before rebranding to the 36ers in 1983, a name reflecting the 1836 founding of the colony of South Australia. The 36ers have won four NBL championships."""
Brisbane Bullets,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Brisbane_Bullets_logo.svg/250px-Brisbane_Bullets_logo.svg.png,oc,1979-01-01,"""An Australian professional basketball team based in Brisbane, Queensland. The Bullets are one of the NBL's foundation teams from its inaugural 1979 season. The team has won three NBL championships (1985, 1987, 2007) and has a historic rivalry with the Adelaide 36ers."""
Cairns Taipans,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Cairns_Taipans_logo.svg/250px-Cairns_Taipans_logo.svg.png,oc,1999-01-01,"""An Australian professional basketball team based in Cairns, Queensland. Founded in 1999, the Taipans are known for their passionate home crowd at the Cairns Convention Centre, nicknamed """"The Snakepit"""". They have reached the NBL Grand Final twice (2011, 2015) but have yet to win a championship."""
Illawarra Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Illawarra_Hawks.png/330px-Illawarra_Hawks.png,oc,1979-01-01,"""Based in Wollongong, New South Wales, the Illawarra Hawks are the only remaining foundation club to have competed in every NBL season since 1979. The team won its first NBL championship in 2001 and its second in 2025."""
Melbourne United,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Melbourne_United_Primary_Logo_2024.png/250px-Melbourne_United_Primary_Logo_2024.png,oc,1984-01-01,"""An Australian professional basketball team based in Melbourne, Victoria. The franchise debuted in the NBL in 1984 as the Melbourne Tigers and was rebranded as Melbourne United in 2014. The club has won six NBL championships, the second-most in league history."""
New Zealand Breakers,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/New_Zealand_Breakers_logo.svg/330px-New_Zealand_Breakers_logo.svg.png,oc,2003-01-01,"""A New Zealand professional basketball team based in Auckland. The Breakers are the only non-Australian team in the NBL. Founded in 2003, they have won four NBL championships, including a historic three-peat from 2011 to 2013."""
Perth Wildcats,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Perth_Wildcats.png/330px-Perth_Wildcats.png,oc,1982-01-01,"""An Australian professional basketball team based in Perth, Western Australia. Founded in 1982, the Wildcats are the most successful team in NBL history, having won a record 10 championships. They hold a league-record streak of 35 consecutive playoff appearances from 1987 to 2021."""
South East Melbourne Phoenix,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/South_East_Melbourne_Phoenix_logo.svg/250px-South_East_Melbourne_Phoenix_logo.svg.png,oc,2018-01-01,"""An Australian professional basketball team based in south-eastern Melbourne. The Phoenix entered the NBL as an expansion team in the 2019–20 season. The team plays its home games at John Cain Arena, known as """"The Fire Pit"""" during their games."""
Sydney Kings,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Sydney_Kings_logo.svg/330px-Sydney_Kings_logo.svg.png,oc,1987-10-14,"""An Australian professional basketball team based in Sydney, New South Wales. Formed in 1987 from a merger of two existing Sydney teams, the Kings have won five NBL championships. They were the first team in league history to win three consecutive titles (2003-2005)."""
Tasmania JackJumpers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Tasmania_JackJumpers_Logo.svg/250px-Tasmania_JackJumpers_Logo.svg.png,oc,2020-01-01,"""An Australian professional basketball team based in Hobart, Tasmania. The JackJumpers entered the NBL in the 2021–22 season and reached the Grand Final in their inaugural year. They won their maiden NBL championship in 2024."""
Auckland Tuatara (basketball),https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Auckland_Tuatara_Basketball_logo.png/250px-Auckland_Tuatara_Basketball_logo.png,oc,2018-12-01,"""A New Zealand professional basketball team based in Auckland. The franchise was founded in 2018 in Tasmania as the Southern Huskies before relocating to Auckland in 2020. The team competes in the New Zealand NBL and reached the league final in 2022."""
Canterbury Rams,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Canterbury_Rams_logo.jpg/250px-Canterbury_Rams_logo.jpg,oc,1982-01-01,"""A New Zealand professional basketball team based in Christchurch. The Rams were a foundation member of the NZNBL in 1982. The club has won six championships, including titles in 1986, 1989, 1990, 1992, 2023, and 2024."""
Franklin Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Franklin_Bulls_logo.png/250px-Franklin_Bulls_logo.png,oc,2019-11-01,"""A New Zealand professional basketball team based in Pukekohe. The Bulls were founded in November 2019 and compete in the New Zealand NBL, playing their home games at the Franklin Pool and Leisure Centre, known as """"The Stockyard""""."""
Hawke's Bay Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Hawke%27s_Bay_Hawks_new_logo.png/250px-Hawke%27s_Bay_Hawks_new_logo.png,oc,1983-01-01,"""A New Zealand professional basketball team based in Napier. The franchise began in 1983 as the Napier Sunhawks. The Hawks have made eight NBL Grand Final appearances and won their maiden championship in 2006."""
Manawatu Jets,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Manawatu_Jets_new_logo.png/250px-Manawatu_Jets_new_logo.png,oc,1982-01-01,"""A New Zealand professional basketball team based in Palmerston North. The Jets were a foundation member of the NZNBL in 1982. The team has reached the NBL final twice (1992, 2020) but has not yet won a championship."""
Nelson Giants,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Nelson_Giants_logo.webp/250px-Nelson_Giants_logo.webp.png,oc,1982-01-01,"""A New Zealand professional basketball team based in Nelson. The Giants are the only remaining original team from the NZNBL's inaugural 1982 season. The club has won three championships (1994, 1998, 2007)."""
Otago Nuggets,https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Otago_Nuggets_logo.jpg/250px-Otago_Nuggets_logo.jpg,oc,1990-01-01,"""A New Zealand professional basketball team based in Dunedin. The Nuggets entered the NZNBL in 1990. After a hiatus, the team returned in 2020 and won their maiden NBL championship in the revised season format. They won a second title in 2022."""
Southland Sharks,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Southlandsharkslogo.png/250px-Southlandsharkslogo.png,oc,2009-12-01,"""A New Zealand professional basketball team based in Invercargill. Founded in 2009, the Sharks joined the NZNBL for the 2010 season. The team has won three NBL championships (2013, 2015, 2018)."""
Taranaki Airs,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Taranaki_Airs_logo.png/250px-Taranaki_Airs_logo.png,oc,1981-01-01,"""A New Zealand professional basketball team based in New Plymouth. The franchise began in 1981 and has played under numerous names, including the Bulls, Bears, and Mountainairs. The team was crowned regular season winners in 1992 and 2022."""
Wellington Saints,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Wellington_Saints_logo.svg/250px-Wellington_Saints_logo.svg.png,oc,1981-01-01,"""A New Zealand professional basketball team based in Wellington. Founded in 1981, the Saints are the most successful team in NZNBL history, having won a record 13 championships. They are known for their consistent competitiveness and strong franchise history."""
APR,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/APR_BBC_logo.png/250px-APR_BBC_logo.png,af,1993-01-01,"""Armée Patriotique Rwandaise Basketball Club, based in Kigali, Rwanda. Founded in 1993 and owned by the Ministry of Defence, APR is the most decorated team in Rwanda with a record 16 national championships. They made their BAL debut in 2024 and finished in third place in the 2025 season."""
ASC Ville de Dakar,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/ASC_Ville_de_Dakar_logo.png/250px-ASC_Ville_de_Dakar_logo.png,af,1980-01-01,"""A Senegalese basketball club based in Dakar. The men's team was founded in 2014 within the multi-sport club established in 1980. They won back-to-back national championships in 2024 and 2025 to qualify for the Basketball Africa League."""
Al Ittihad Alexandria,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Al-Ittihad_Alexandria_Club_logo.png/250px-Al-Ittihad_Alexandria_Club_logo.png,af,1914-01-01,"""An Egyptian professional basketball club based in Alexandria. Founded in 1914, it is considered the basketball powerhouse of Egypt, having won a record 16 Premier League titles. They also won the FIBA Africa Champions Cup in 1987 and a record 7 Arab Championships."""
Al Ahly Ly,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Al-Ahly_SC_Benghazi_%28logo%29.png/250px-Al-Ahly_SC_Benghazi_%28logo%29.png,af,1950-01-01,"""A Libyan basketball club based in Benghazi, founded in 1950. The club has won four Libyan championships. They were the runners-up of the 2024 BAL season, becoming the first Libyan team to play in the competition."""
FUS Rabat,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Fath_Union_Sport_%28logo%29.png/250px-Fath_Union_Sport_%28logo%29.png,af,1946-04-10,"""A Moroccan basketball club based in Rabat, founded in 1946. FUS is the most successful club in Moroccan history, with a record 20 national titles. They made their debut in the Basketball Africa League in 2024, winning the inaugural Kalahari Conference."""
Kriol Star,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Kriol_Star_logo.png/250px-Kriol_Star_logo.png,af,2024-01-01,"""A Cape Verdean professional basketball team based in Praia. Established in 2024 by professional players Joel and Ivan Almeida, they became the first club from Cape Verde to qualify for and compete in the Basketball Africa League during the 2025 season."""
Cape Town Tigers,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Cape_Town_Tigers_logo.png/250px-Cape_Town_Tigers_logo.png,af,2019-01-01,"""A South African professional basketball team based in Cape Town. Founded in 2019, the Tigers have won three South African national championships and have participated in three seasons of the Basketball Africa League, finishing in fourth place in 2024."""
Nairobi City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Nairobi_City_Thunder_logo.png/250px-Nairobi_City_Thunder_logo.png,af,1998-01-01,"""A Kenyan professional basketball team based in Nairobi. Founded in 1998, the team has won three national titles. After winning the 2024 KBF Premier League, they qualified for the 2025 BAL season, becoming the first Kenyan team to play in the league."""
Petro de Luanda,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Atletico_Petroleos_Luanda_logo.png/250px-Atletico_Petroleos_Luanda_logo.png,af,1980-01-14,"""An Angolan basketball club based in Luanda, founded in 1980. One of the most successful teams in Angola, Petro has won 16 national championships. They are a powerhouse in continental basketball, winning the BAL in 2024 and the FIBA Africa Champions Cup twice (2006, 2015)."""
Rivers Hoopers,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Rivers_Hoopers_logo.png/250px-Rivers_Hoopers_logo.png,af,2005-01-01,"""A Nigerian professional basketball team based in Port Harcourt. Established in 2005 as Royal Hoopers, the team has won six Nigerian Premier League championships. They have participated in three BAL seasons, achieving a third-place finish in 2024."""
Stade Malien,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Stade_Malien_logo.png/250px-Stade_Malien_logo.png,af,1960-08-28,"""A Malian basketball team based in Bamako, part of a multi-sports club founded in 1960. The club is highly decorated in Mali, with a record 19 league titles and 25 Malian Cups. They finished in third place in the 2023 BAL season."""
US Monastir,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/US_Monastir_logo.svg/250px-US_Monastir_logo.svg.png,af,1959-01-01,"""A Tunisian professional basketball club based in Monastir, established in 1959. US Monastir is a dominant force in Tunisian basketball, with nine national league titles. They won the 2022 BAL championship and were runners-up in the inaugural 2021 season."""
Zamalek,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Zamalek_SC_logo.svg/250px-Zamalek_SC_logo.svg.png,af,1937-01-01,"""A professional basketball club based in Giza, Egypt, part of the Zamalek SC multi-sports club. Founded in 1937, the team is one of Egypt's most successful, with 18 national league championships. Zamalek won the inaugural Basketball Africa League (BAL) championship in 2021."""
AS Douanes,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/AS_Douanes_Basket_logo.png/250px-AS_Douanes_Basket_logo.png,af,1980-01-01,"""A Senegalese basketball club from Dakar, founded in 1980 as the basketball section of the national customs agency. AS Douanes is the most decorated club in Senegal with 11 national championships. They were the runners-up of the 2023 BAL season."""
Patriots BBC,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Kigali_Patriots_logo.png/250px-Kigali_Patriots_logo.png,af,2014-01-01,"""A professional basketball club based in Kigali, Rwanda, founded in 2014. The team has won four Rwanda Basketball League championships. The Patriots gained international attention in 2021 when American rapper J. Cole played for the team in the inaugural BAL season, where they finished in fourth place."""
